,语料ID,产品名称,内容,年份,sn_ner,hb_ner
3633,餐饮评论-5811,麦当劳（明湖店）,"薯条蛮脆的，然后也没有什么奇奇怪怪的东西，环境也蛮好的，服务员也很有礼貌，然后我点了一个套餐吧，我觉得蛮划算，反正我每次都是去那一家麦当劳了，其实也不为什么，其实别的太远但是东西都还差不多，蛮好的
薯条（小）1份",2021,"{'麦当劳', '东西'}",set()
3634,餐饮评论-5812,草原郎烤羊,"#套餐：2 人现烤羊肉套餐性价比非常高，好久没有看见这么实在的羊肉串了#大羊排不错的，肉好多【口味】孜然味，回味无穷【环境】很干净整洁，很舒服【服务】很热情，老板看天气热还送了两瓶菊花茶【性价比】很高，肉真的很好吃
现烤羊肉套餐，建议2人使用",2021,set(),set()
3635,餐饮评论-5813,麦壳西点（开发区店）,"很不错，提前打电话给店家，约了6点多过去拿，一去到老板把蛋糕拿出来，我的天啊，好沉好大一个，我想几块钱肯定很小一个吧，谁知道饭盒这么大！吃完都好饱饱啦，店家真的不赚钱的哟，大家快来试试！
4英寸便当蛋糕1份",2021,set(),set()
3636,餐饮评论-5814,江渔儿酸菜鱼（高州店）,"有个别的服务员态度特差，忘记看她的工作牌名字了，不会有下次了
可叠加5张，全场通用",2021,set(),set()
3637,餐饮评论-5815,十七门重庆老火锅（电白万达店）,"#虾滑#肥牛#大刀腰片#高钙大骨鸳鸯锅#酥肉#红糖糍粑#毛肚冰粉，毛肚，虾滑，酥肉，必点，味道好，价格实惠，老顾客了，服务很好，卫生整洁，有免费的小水果，价位也可以接受，很不错，【环境】环境干净【性价比】性价比高
100元代金券1张，可叠加2张",2021,set(),set()
3638,餐饮评论-5816,至尊比萨（电城旗舰店）,"此次用餐总体来说不错，觉得比较认可的地方有：性价比。
一人食比萨套餐（8英寸）",2021,set(),set()
3639,餐饮评论-5817,贤合庄卤味火锅（电白万达店）,"还不错，不过不符合我自己的口味。
50元代金券1张，可叠加",2021,set(),set()
3640,餐饮评论-5818,十七门重庆老火锅（电白万达店）,"好好吃好吃，一日既往的好吃，价格实惠，分量足，服务态度好，还有代金券，非常不错，门店位置好找#肥牛#大刀腰片#虾滑#高钙大骨鸳鸯锅#红糖糍粑#毛肚#酥肉味道还是老样子，环境也卫生，非常不错，回头客了，越做越好！
100元代金券1张，可叠加2张",2021,set(),set()
3641,餐饮评论-5819,小乔紫菜卷（小乔店）,"味道不错，就是感觉卫生方面能注意一点会更好。
紫菜肉松卷1份，提供免费WiFi",2021,set(),{'WiFi'}
3642,餐饮评论-5820,草原郎烤羊,"差评，去过一次之后就知道什么回事了。服务态度超差。一次一次绝对后悔。
现烤羊肉乌苏套餐，建议6人使用",2021,set(),set()
3643,餐饮评论-5821,优之品西点,"可以说是跟图片一模一样
蛋糕20选1,约6英寸，圆形",2021,set(),set()
3644,餐饮评论-5822,草原郎烤羊,"差评  态度差 超级差  无有回头的了     无有下次的了
现烤羊肉乌苏套餐，建议6人使用",2021,set(),set()
3645,餐饮评论-5823,喜姐炸串（新天地店）,"【口味】微辣刚刚好，又香又好吃！今天去的时候，没有炸年糕了，老板给我们推荐了背背肉！给我们把炸年糕免费更换成背背肉，超好吃！牛肉也很好吃！豆腐超级嫩的，外酥里嫩！下次再去试一下炸年糕，看图片好好吃的样子，下次再试一下！吃完忘记拍照哈哈哈哈哈哈哈，下次一定！
特色尝鲜餐，建议单人使用",2021,set(),set()
3646,餐饮评论-5824,相聚时光（光明店）,"无所谓
单人扒餐，提供免费WiFi",2021,set(),set()
3647,餐饮评论-5825,油校西餐厅（光遇·油校光华校区店）,"扒的味道还可以 就是黑椒汁跟平时吃的不一样  意面中规中矩 柠檬水个人不喜欢 建议可以换成龟苓膏或者同等价钱的小吃吧 总体来说这个价钱还是很值得的
双人鸡扒套餐，提供免费WiFi",2021,set(),set()
3648,餐饮评论-5826,Hello炸鸡（方兴店）,"#套餐：韩式炸鸡 7 选 1超级好吃！！炸鸡一咬就爆汁儿的那种 目前为止在茂名吃过最好吃的炸鸡就这家了 老板娘态度老好了 uu们吃炸鸡可以考虑这家！！店内环境也特好，就是空间有点儿小，但是还是影响不了炸鸡的味道！！
韩式炸鸡7选1，提供免费WiFi",2021,set(),set()
3649,餐饮评论-5827,入火韩国烤肉（华侨城店）,"一般般般般般般般般般般般若有人在这里等着我
100元代金券1张，可叠加2张",2021,set(),set()
3650,餐饮评论-5828,茶自点（文光店）,"好喝
天然泰绿柠檬茶1杯",2021,set(),set()
3651,餐饮评论-5829,相聚时光（化州店）,"#套餐：单人扒餐很热情的服务员，味道好极了，环境舒适，音乐优雅
单人扒餐，提供免费WiFi",2021,set(),{'WiFi'}
3652,餐饮评论-5830,相聚时光（化州店）,"#套餐：单人套餐多次过来了，囗感棒，一既以往的好评
单人套餐，提供免费WiFi",2021,set(),set()
3653,餐饮评论-5831,相聚时光（化州店）,"好吃，经济又实惠
主食4选1，提供免费WiFi",2021,set(),{'WiFi'}
3654,餐饮评论-5832,麦壳西点（开发区店）,"很好吃！我不是很喜欢吃奥利奥的人都觉得很好吃。奶油和蛋糕胚都好吃！芒果不酸。在路上吃了个麦当劳所以奶油有点化了，拿到的姐妹们要早点吃掉或者是放在冰箱冻着哦，毕竟茂名天气那么热#套餐：4英寸便当蛋糕会回购滴！老板人也很好
4英寸便当蛋糕1份",2021,{'麦当劳'},set()
3655,餐饮评论-5833,CAKE情迷黑森林,"水果布丁蛋糕很好吃 服务态度也很不错 位置也很容易找 一下子就找到了 料有很多 下次再来这边订蛋糕
蛋糕2选1,约1磅，圆",2021,set(),set()
3656,餐饮评论-5834,爵士厚牛排自助餐馆（汇丰店）,"牛肉还行，其他的自助没啥东西吃。
全部菜品2选1，有赠品",2021,{'东西'},set()
3657,餐饮评论-5835,友情有意音乐餐厅,"还不错
新品超值单人餐B",2021,set(),set()
3658,餐饮评论-5836,友情有意音乐餐厅,"还可以
青江鱼烤鱼套餐（包含配菜）口味：香辣-蒜香-酸菜1份",2021,set(),set()
3659,餐饮评论-5837,友情有意音乐餐厅,"环境还可以，菜品也还行呢....
超值滑饭饮品套餐，建议单人使用",2021,set(),set()
3660,餐饮评论-5838,友情有意音乐餐厅,"不错
缤纷套餐，建议单人使用",2021,set(),set()
3661,餐饮评论-5839,盛香烧鹅（东方市场店）,"还行吧。不错建议购买。有空调，夏天吃饭不热
川味卤肉饭1份，提供免费WiFi",2021,set(),{'WiFi'}
3662,餐饮评论-5840,法兰度航空主题餐厅（东汇城店）,"很不错，值得推荐
精品浪漫双人餐1份",2021,set(),set()
3663,餐饮评论-5841,麦当劳（明湖店）,"此次用餐总体来说不错，觉得比较认可的地方有：口味、环境、性价比。
圆筒1份",2021,set(),set()
3664,餐饮评论-5842,法兰度航空主题餐厅（东汇城店）,"挺好的
精品浪漫双人餐1份",2021,set(),set()
3665,餐饮评论-5843,麦壳西点（开发区店）,"这家店的蛋糕味道真的很惊艳，咸奶油奥利奥真是绝绝子！！！想吃的不要犹豫，吃它！老板也超好的！！
奥利奥蛋糕（微咸口）1个，约6英寸，圆型",2021,set(),set()
3666,餐饮评论-5844,优悦西餐厅（维斯顿店）,"牛排超级好吃哒  牙口不好推荐肉眼扒  其他牛扒有嚼劲爽口  环境超级安静舒服    坐在窗边可以看外面的风景  是个约会的好去处咯
高级2人扒餐，提供免费WiFi",2021,set(),set()
3667,餐饮评论-5845,十七门重庆老火锅（电白万达店）,"一般般，有一股骚味，不建议大家过来吃
100元代金券1张，可叠加2张",2021,set(),set()
3668,餐饮评论-5846,麦壳西点（开发区店）,"很好吃！
4英寸便当蛋糕1份",2021,set(),set()
3669,餐饮评论-5847,椒王火锅（电白店）,"这是笫二次赖椒王火锅店用餐，因为第一次的体验感很好，但这次有些菜的分量少了很多，坐的位置又特别热，感觉落差很多。不过虽然是高峰期，工作人员还是很热情的。
超值2人餐，包间免费",2021,{'赖椒王火锅店'},set()
3670,餐饮评论-5848,天台月光帐篷餐厅,"环境很好，因为下雨没在外面帐篷，里面也很温馨浪漫！在这里吃饭是一种享受，东西味道不错，老板人很热情，还送了水果给我们！情侣或者闺蜜的浪漫之所，喜欢浪漫的可以来看看！浪漫的灯光，可口的美食，热情的老板…
4人天长地久，包间免费",2021,{'东西'},set()
3671,餐饮评论-5849,相聚时光（化州店）,"比较好吃的。
单人套餐，提供免费WiFi",2021,set(),set()
3672,餐饮评论-5850,相聚时光（化州店）,"好吃
主食4选1，提供免费WiFi",2021,set(),{'WiFi'}
3673,餐饮评论-5851,源丰唐茶楼（电白万达广场店）,"一年到晚都是喝这家.而且停车方便.东西好吃，实惠，老板又是个爱开玩笑的人.
100元代金券1张，可叠加2张",2021,{'东西'},set()
3674,餐饮评论-5852,付记·招牌酸菜鱼,"酸菜鱼很美味哦，性价比很高，老板的服务态度也很好！！
招牌酸菜鱼+香米饭1份，包间免费",2021,set(),set()
3675,餐饮评论-5853,友情有意音乐餐厅,"环境不错，就是服务生服务态度不怎么好，还有就是点了一个小食拼盘，咬开鸡翅里面还是生的，和服务生说了，磨蹭了好一会过来问我要不要拿去弄熟，我说不用了…
豪华双人套餐，可免费使用包间",2021,set(),set()
3676,餐饮评论-5854,二月时光烘焙坊（华夏世纪花园店）,"超级好吃 吃了几百次 生日也会在这订蛋糕
4英寸网红盒子蛋糕1盒",2021,set(),set()
3677,餐饮评论-5855,付记·招牌酸菜鱼,"好吃
招牌酸菜鱼+香米饭1份，包间免费",2021,set(),set()
3678,餐饮评论-5856,CAKE情迷黑森林,"挺柔软的，这价格挺值的，是明智的选择！
蛋糕2选1,约1磅，圆",2021,set(),set()
3679,餐饮评论-5857,麦壳西点（开发区店）,"#套餐：4英寸便当蛋糕从小就喜欢吃蛋糕啦，刚好这家蛋糕店就在家里附近，以后想吃蛋糕就找他家了，老板是个小哥喔，每一份蛋糕他都是用心用情用功制作的，很喜欢……
4英寸便当蛋糕1份",2021,set(),set()
3680,餐饮评论-5858,瀛食精致料理,"环境不错，人流较多，上菜较快
大满足双人餐，提供免费WiFi",2021,set(),set()
3681,餐饮评论-5859,草原郎烤羊,"服务超级nice，还会再来。带了小朋友过去还送了几瓶菊花茶
现烤羊肉乌苏套餐，建议4人使用",2021,set(),set()
3682,餐饮评论-5860,麦当劳（明湖店）,"吃来吃去还是麦当劳的雪糕好吃
圆筒1份",2021,{'麦当劳'},set()
3683,餐饮评论-5861,贤合庄卤味火锅（电白万达店）,"好吃到爆，就是价格有点贵  两个人吃三百  这样消费有点高了   肉类贵又少
鸭血（可与代金券一起用）1份",2021,set(),set()
3684,餐饮评论-5862,贤合庄卤味火锅（电白万达店）,"很好吃、价格实惠【环境】不错【服务】很好【性价比】可以
50元代金券1张，可叠加",2021,set(),set()
3685,餐饮评论-5863,汉宫传承隆江猪脚饭（上排垌店）,"性价比高，厚肉、配菜、卤蛋、例汤，应有尽有！非常地道！赞！
招牌猪脚饭1份，提供免费WiFi",2021,set(),{'WiFi'}
3686,餐饮评论-5864,草原郎烤羊,"好吃，味道一流
现烤羊肉乌苏套餐，建议6人使用",2021,set(),set()
3687,餐饮评论-5865,喜姐炸串（新天地店）,"超好吃的
招牌牛肉串（15串）1份",2021,set(),set()
3688,餐饮评论-5866,贵族自助牛排餐厅（华侨城店）,"食物很好吃，服务员服务很好很热情，菜没了都会上，就是海鲜很难抢到，但其他菜值得吃，不限时不限量，注意不要浪费食物哟！
贵族自助牛排套餐，建议单人使用",2021,set(),set()
3689,餐饮评论-5867,悦创小鹅鹅桂林米粉（双山一路店）,"#套餐：招牌锅烧桂林米粉价格非常实惠，隔壁就是酒店，这个价格算是非常的亲民，感谢美团！优点：便宜，便宜就是最好的，汤也挺滚烫，粉也是现做的刚刚从锅里拿出来缺点：分量不太足，不太够吃，吃了还有点饿总的来说非常的值！
招牌锅烧桂林米粉1份，包间免费",2021,{'美团'},set()
3690,餐饮评论-5868,Hello炸鸡（方兴店）,"好喝！老板态度很好的！好喝！！！！！！！！！！！
杰伦同款奶茶2选1",2021,set(),set()
3691,餐饮评论-5869,贵族自助牛排餐厅（华侨城店）,"服务态度很好，自助餐的选择很多
贵族自助牛排套餐，建议单人使用",2021,set(),set()
3692,餐饮评论-5870,大赞∙炙烧寿司（万达广场店）,"环境不错，停车方便，，菜品味道不错
超人气欢聚4人餐",2021,set(),set()
3693,餐饮评论-5871,天台月光帐篷餐厅,"用餐环境很不错 顶楼风景好
双人爱心套餐，包间免费",2021,set(),set()
3694,餐饮评论-5872,相聚时光（化州店）,"还不错，味道可以
主食4选1，提供免费WiFi",2021,set(),{'WiFi'}
3695,餐饮评论-5873,茶自点（文光店）,"好喝，已经回购好多次了，值得推荐
天然泰绿柠檬茶1杯",2021,set(),set()
3696,餐饮评论-5874,友情有意音乐餐厅,"第二次去吃了，不过比第一次去吃的时候分量明显少了很多
豪华双人套餐，可免费使用包间",2021,set(),{'\n豪华'}
3697,餐饮评论-5875,草原郎烤羊,"带朋友过来的，他们家的羊肉串，肥而不腻，肉也考的很香很好吃，老板人也非常热情，还送了两只饮料，老板为人真心不错，服务到位，烤羊排也挺好吃的，看着就很有食欲，非常有那种吃了还想吃的感觉了，值得推荐，希望大家可以去试一下
现烤羊肉套餐，建议2人使用",2021,set(),set()
3698,餐饮评论-5876,盛香烧鹅（东方市场店）,"好吃！
主食3选1，有赠品",2021,set(),set()
3699,餐饮评论-5877,麦当劳（明湖店）,"就那样吧，不太值得，就加一些跳跳糖
甜品站缤纷跳跳糖麦旋风（奥利奥）1份",2021,set(),{'奥利奥'}
3700,餐饮评论-5878,十七门重庆老火锅（电白万达店）,"还不错，环境也优美，锅底也还蛮好吃的，我们一家人去三个大人，点了八九个菜，全吃光了，值得下次再来，重庆火锅味道值得你来试试，又便宜又好吃，配料也还行，现在做活动美团，快来尝尝把，来吧来吧来吧来吧来吧，
100元代金券1张，可叠加2张",2021,set(),set()
3701,餐饮评论-5879,顺德火焰醉鹅坊（站北五路店）,"味道不错！服务员挺好的！就是空调不行！太热了，全身湿透！没其他饭馆吃的舒服！
6人套餐，提供免费WiFi",2021,set(),{'WiFi'}
3702,餐饮评论-5880,优悦西餐厅（维斯顿店）,"环境很好，份量足，上菜快，在美团买的双人套餐超级实惠
豪华2人扒餐，提供免费WiFi",2021,{'美团'},"{'实惠', '美团', '\n豪华', 'WiFi'}"
3703,餐饮评论-5881,小乔紫菜卷（小乔店）,"没有以前好吃了。#套餐：紫菜肉松卷
紫菜肉松卷1份，提供免费WiFi",2021,set(),{'WiFi'}
3704,餐饮评论-5882,果之度（为民店）,"垃圾 榴莲都变味了 还拿来卖 是打包的 回来才知道
榴莲千层切件蛋糕1件",2021,set(),set()
3705,餐饮评论-5883,遇见桃园烤鱼（新福路店）,"嗯，本来不打算评价的，但还是想和老板反馈一下我们作为顾客的真实感受。因为带着孩子，所以没有点辣的口味，只点了酱香的。但是不知道里面是有什么调料，一股子怪怪的味道，是花椒油？我们也不知道，吃进去不太舒服有点反胃，孩子吃了一口就说不喜欢这个味道，不肯吃了。老公也说有股味道，但本着不浪费的原则，我俩还是把鱼吃完了，配菜吸味太多，我们都没吃。没有突出鱼的酱香味道，鱼还是新鲜的，就是腌料的使用可能需要改进一下。酱香味，就是简单的酱香味就足够了。希望老板能重视我们的评价。希望你们的生意越来越好。
桃园烤鱼抢购套餐，建议4人使用",2021,{'桃园烤鱼抢购套餐'},set()
3706,餐饮评论-5884,真功夫（传湾新天地店）,"很愉快的一次用餐，还有套圈圈，小孩子很开心，支持真功夫
排骨拼鸡腿肉饭+金杏蜜桃汁（杯）1份",2021,set(),set()
3707,餐饮评论-5885,入火韩国烤肉（华侨城店）,"我儿子超满足的一天
100元代金券1张，可叠加2张",2021,set(),set()
3708,餐饮评论-5886,云南过桥米线（汇景店）,"上面写有饮料的没见有
主食系列2选1，提供免费WiFi",2021,set(),{'WiFi'}
3709,餐饮评论-5887,法兰度航空主题餐厅（东汇城店）,"第一次来，7分牛排挺嫩的，好吃，菜品都不错。其中蛋糕甜品吃了，外在巧克力偏甜，但蛋糕甜度刚好。小面包，我个人感觉浇奶油蘑菇其实还挺好吃到，中式炖汤味浓，挺合我口味的。上菜挺快，不过上的牛排吃完后，基本上其他菜都凉了。
精品浪漫双人餐1份",2021,set(),set()
3710,餐饮评论-5888,友情有意音乐餐厅,"在2021年7月19日，到店美团11时36下单，估计到店扫码时间为40分，我点了两份麻婆豆腐饭，一份青瓜肉片饭。直到12点20分离店，居然只上了两份青瓜肉片饭 (我只点了一份) 还有一份直到离店也没有看到麻婆豆腐饭。最后朋友不等了，走了。只能说对美团客人不上心。
超值滑饭饮品套餐，建议单人使用",2021,"{'美团', '店美团'}",set()
3711,餐饮评论-5889,草原郎烤羊,"有停车位，服务好，环境也不错，同朋友一起去的，东西口味非常好特别是羊肉串，外焦里嫩一口下去满满的正能量哈哈哈！一个字：非常非常棒，夺命大乌苏真给力，差点要我半条老命唯一的遗憾就是没叫上女朋友一起去这个地方真的是一个酒友晚上聚餐的好地方！
现烤羊肉乌苏套餐，建议4人使用",2021,{'东西'},set()
3712,餐饮评论-5890,友情有意音乐餐厅,"不知道第几次过来吃东西了，反正每次都喜欢这个套餐，肉很多很大块，很饱
缤纷套餐，建议单人使用",2021,{'东西'},set()
3713,餐饮评论-5891,黑色经典长沙臭豆腐（为民路店）,"很好吃 肠胃好的朋友可以多吃些
长沙臭豆腐套餐，建议单人使用",2021,set(),set()
3714,餐饮评论-5892,法兰度航空主题餐厅（东汇城店）,"真的很好吃 超级味道不错的     而且服务超级好的  上菜很快  推荐推荐
精品浪漫双人餐1份",2021,set(),set()
3715,餐饮评论-5893,法兰度航空主题餐厅（东汇城店）,"很好
精品浪漫双人餐1份",2021,set(),set()
3716,餐饮评论-5894,法兰度航空主题餐厅（东汇城店）,"菜品口味、用餐环境好
精品浪漫双人餐1份",2021,set(),set()
3717,餐饮评论-5895,麦当劳（明湖店）,"满意
【巨无霸三件套】巨无霸小薯中可1份",2021,set(),set()
3718,餐饮评论-5896,麦壳西点（开发区店）,"超级好吃 口感很棒 芒果很新鲜超级甜 老板人很好很热情！！！
4英寸便当蛋糕1份",2021,set(),set()
3719,餐饮评论-5897,菠斯蒂蛋糕,"已经是老客户了，美团优惠便宜一点事真不错
榴莲千层1份，提供免费WiFi",2021,{'美团'},{'WiFi'}
3720,餐饮评论-5898,遇见桃园烤鱼（新福路店）,"【环境】环境装修一般吧，晚上开灯可能会更好看点【服务】服务员不算热情但要求都会处理【口味】烤鱼吃着感觉一般【性价比】对于这个价格来说性价比是不错的了，可惜套餐没有配米饭还要再点米饭，这就显得有些不足了
桃园烤鱼抢购套餐，建议4人使用",2021,set(),set()
3721,餐饮评论-5899,相聚时光（光明店）,"好吃！
单人套餐，提供免费WiFi",2021,set(),{'WiFi'}
3722,餐饮评论-5900,椒王火锅（电白店）,"服务很好味道不错价格比较实惠，好评
50元代金券1张，仅限使用1张",2021,set(),set()
3723,餐饮评论-5901,入火韩国烤肉（华侨城店）,"小菜品种丰富，喜欢的可以重复拿，但是味道一般，要了厚切牛舌和薄切牛舌，结果烤肉的妹子不太会考，厚切牛舌烤的好硬，也是没谁了。调味一般，好咸
100元代金券1张，可叠加",2021,set(),set()
3724,餐饮评论-5902,云南过桥米线（汇景店）,"这次就餐整体感觉很赞，比较满意的方面有：性价比高、服务细致。价格非常平民，位置也很好，就在车站边，汇景广场正对面，公交很方便。店里环境不错，直接点餐也不差，味道相对来说中等偏上吧，比不上蒙自源，别点鲜虾肉丸面，虾和肉丸都不好吃，面还行。
云南小锅米线1份",2021,{'汇景广场'},set()
3725,餐饮评论-5903,云南过桥米线（汇景店）,"拉面的面条是机压的，不过味道还不错，就是虾和肉丸不好吃，别点鲜虾肉丸面。口味中等偏上，还可以自助加小料，男服务员很热情，客人很多，服务员都很忙。红烧牛肉是红烧牛腩来的，不过牛肉味足，比蒙自源的足。推荐来吃
拉面系列2选1，提供免费WiFi",2021,set(),set()
3726,餐饮评论-5904,法兰度航空主题餐厅（东汇城店）,"环境不错，味道一般，孩子比较喜欢，模拟飞机还是比较成功的，可以来试试，这次都是吃中餐，不过味道不够地道，希望可以提升，这次没有试过西餐，我点了白切猪手，甜酸排骨，猪肚鸡，槡芽叶，总体来说还可以，值得一试
100元代金券1张，可叠加",2021,set(),set()
3727,餐饮评论-5905,麦壳西点（开发区店）,"超赞，我是看小红书有姐妹推荐我就去美团搜索了，发现太便宜了吧，打电话问了老板，老板说加微信提前半小时预定，因为他们家是现做的，然后我一个口味来一种，包装特别好，十分推荐芒果味！！！！我觉得他比奥利奥口味好吃太多了，里面的芒果是真实芒果的，而且还是双层夹心！！！超好吃！！！！
4英寸便当蛋糕1份",2021,{'美团'},set()
3728,餐饮评论-5906,友情有意音乐餐厅,"太慢了，一份饭等了个几钟，等到花都谢了
缤纷套餐，建议单人使用",2021,set(),set()
3729,餐饮评论-5907,法兰度航空主题餐厅（东汇城店）,"菜品很好吃，榴莲披萨饼皮很薄，特别推荐！牛扒七成熟yyds！
精品浪漫双人餐1份",2021,set(),set()
3730,餐饮评论-5908,盛香烧鹅（东方市场店）,"饭菜服务都OK,味道也不错。
主食3选1，有赠品",2021,set(),set()
3731,餐饮评论-5909,江渔儿酸菜鱼（高州店）,"经常光顾，酸菜鱼好吃鱼切得很薄，
除酒水外全场通用",2021,set(),set()
3732,餐饮评论-5910,法兰度航空主题餐厅（东汇城店）,"都很好
精品浪漫双人餐1份",2021,set(),set()
3733,餐饮评论-5911,麦壳西点（开发区店）,"蛋糕好好吃 水果也很新鲜 价格也很赞 回购好几次了 服务态度也很好哦 家人生日再去你那订蛋糕
4英寸便当蛋糕1份",2021,set(),set()
3734,餐饮评论-5912,麦壳西点（开发区店）,"老板热情，提前联系，一小时后取餐！很满意！
4英寸便当蛋糕1份",2021,set(),set()
3735,餐饮评论-5913,菠斯蒂蛋糕,"非常好 由于下雨不小心弄塌了 实在是接受不了 如果弄塌一点倒没事 后来老板娘果断叫送回去重新做好一个再送来 前后不到半小时就完成 非常 还要感谢送蛋糕的叔叔 辛苦他了 感谢 好评
水果布丁1个，约1磅，圆",2021,set(),set()
3736,餐饮评论-5914,优悦西餐厅（维斯顿店）,"不划算，不值，只想说一分钱一分货，绝对没错
高级2人扒餐，提供免费WiFi",2021,set(),set()
3737,餐饮评论-5915,入火韩国烤肉（华侨城店）,"棒棒棒棒棒棒棒。台风天出来的，好吃，价位嘛，烤肉店价位都是差不多的。。。牛肉粒最好吃了！！！一家三口，吃了三百多，很饱了。。。服务挺好的，不用自己烤，吃着舒服。下次再来了
100元代金券1张，可叠加",2021,set(),set()
3738,餐饮评论-5916,茶自点（文光店）,"很好喝，还可以。
天然泰绿柠檬茶1杯",2021,set(),set()
3739,餐饮评论-5917,付记·招牌酸菜鱼,"份量有点少，总体还不错，回头客多
20元代金券1张，可叠加2张",2021,set(),set()
3740,餐饮评论-5918,友情有意音乐餐厅,"味道还可以，环境也可以，份量挺足的
超值滑饭饮品套餐，建议单人使用",2021,set(),set()
3741,餐饮评论-5919,黑色经典长沙臭豆腐（为民路店）,"冻柠七刚运动完 喝起来很爽带点咸味臭豆腐味道不错 还能做得外脆里嫩 店家继续加油
长沙臭豆腐套餐，建议单人使用",2021,set(),set()
3742,餐饮评论-5920,法兰度航空主题餐厅（东汇城店）,"不错，味道很好
精品浪漫双人餐1份",2021,set(),set()
3743,餐饮评论-5921,江渔儿酸菜鱼（高州店）,"贵，不划算！贵！贵！不划算！一碗饭五元也是牛了
可叠加5张，全场通用",2021,set(),set()
3744,餐饮评论-5922,江渔儿酸菜鱼（高州店）,"环境好，回头客多，价格有点小贵
可叠加5张，全场通用",2021,set(),set()
3745,餐饮评论-5923,法兰度航空主题餐厅（东汇城店）,"菜品味道还不错#套餐：精品浪漫双人餐环境可以
精品浪漫双人餐1份",2021,set(),set()
3746,餐饮评论-5924,法兰度航空主题餐厅（东汇城店）,"用中国文字表达就两个字“好吃”
精品浪漫双人餐1份",2021,set(),set()
3747,餐饮评论-5925,草原郎烤羊,"肉很实在，份量可以，味道也不错
现烤羊肉套餐，建议2人使用",2021,set(),set()
3748,餐饮评论-5926,麦壳西点（开发区店）,"#套餐：4英寸便当蛋糕很好，性价比高，好吃#便当蛋糕【服务】挺好的
4英寸便当蛋糕1份",2021,set(),set()
3749,餐饮评论-5927,LINLEE·手打柠檬茶（文创店）,"，。。。。。。。有点苦这次
现萃系列3选1，提供免费WiFi",2021,set(),set()
3750,餐饮评论-5928,贵族自助牛排餐厅（华侨城店）,"常点牛扒6分熟，口感非常好，自助餐的菜品很多，我们是中午去的，都是新鲜出炉，热乎乎的
贵族自助牛排套餐，建议单人使用",2021,set(),set()
3751,餐饮评论-5929,悦创小鹅鹅桂林米粉（双山一路店）,"直接空碗行动好吧，环境是OK的，拿餐旁边有一排料可以按自己口味加，分量虽然不是很多但是一碗下肚也有七八分饱了，#套餐：招牌锅烧桂林米粉，粉挺劲道的，一碗粉下来只要四块多钱，这种价格还要什么自行车？冲冲冲！
招牌锅烧桂林米粉1份，包间免费",2021,set(),set()
3752,餐饮评论-5930,Hello炸鸡（方兴店）,"好好吃 香香柚子yyds
韩式炸鸡7选1，提供免费WiFi",2021,set(),{'WiFi'}
3753,餐饮评论-5931,入火韩国烤肉（华侨城店）,"除了猪排有点异味，其它的都挺好的，不过以后我绝不会点猪排！
超值午市套餐，建议2人使用",2021,set(),set()
3754,餐饮评论-5932,茶自点（文光店）,"超赞新鲜果肉，超好喝。
芒果百香1杯，提供免费WiFi",2021,set(),{'WiFi'}
3755,餐饮评论-5933,茶自点（文光店）,"这次就餐整体感觉很赞，比较满意的方面有：口味赞。
天然泰绿柠檬茶1杯",2021,set(),set()
3756,餐饮评论-5934,付记·招牌酸菜鱼,"口味不行，酸菜不怎么酸，鱼还挺多刺，汤都是油。还有服务也不怎样，店里没什么客人，就两三个，居然要我等了十几二十分钟，是还在杀鱼吗？
无骨鱼系列2选1，包间免费",2021,set(),set()
3757,餐饮评论-5935,茶自点（文光店）,"非常好喝！
天然泰绿柠檬茶1杯",2021,set(),set()
3758,餐饮评论-5936,爵士厚牛排自助餐馆（汇丰店）,"牛扒很大，就是我个人觉得不太好吃，吃完自助餐能管饱…
全部菜品2选1，有赠品",2021,set(),set()
3759,餐饮评论-5937,麦壳西点（开发区店）,"太好吃了新鲜的芒果颗粒大饱满，奥利奥细腻夹心奥利碎太绝了！！！！！！！！重点盒子也太好看了吧便当盒子，还有可爱的小贴纸。。店长人也很热情哦！绝绝绝绝绝绝绝啦好吃又好看哦。
4英寸便当蛋糕1份",2021,set(),set()
3760,餐饮评论-5938,草原郎烤羊,"肉质新鲜，美团很优惠，服务态度好，还送饮料。
现烤羊肉套餐，建议2人使用",2021,{'美团'},set()
3761,餐饮评论-5939,江渔儿酸菜鱼（高州店）,"此次用餐总体来说不错，觉得比较认可的地方有：口味、服务、环境、团购接待、性价比。
可叠加5张，全场通用",2021,set(),set()
3762,餐饮评论-5940,江渔儿酸菜鱼（高州店）,"这次就餐整体感觉很赞，比较满意的方面有：口味、服务、环境、团购接待、性价比。
可叠加5张，全场通用",2021,set(),set()
3763,餐饮评论-5941,麦壳西点（开发区店）,"在美团里面看到的，好吃不贵，下次还买。
4英寸便当蛋糕1份",2021,{'美团'},set()
3764,餐饮评论-5942,顺德火焰醉鹅坊（站北五路店）,"去过好几次，这次的鹅味道明显不一样，闻起来臭臭的，吃起来完全没有鹅味道，这鹅就像个僵尸鹅一样难吃，刚开始味道是不错的，越来越不靠谱，以后粉转路了
6人套餐，提供免费WiFi",2021,set(),set()
3765,餐饮评论-5943,顺德火焰醉鹅坊（站北五路店）,"味道不错，环境也还可以，值得推荐
6人套餐，提供免费WiFi",2021,set(),set()
