,语料ID,产品名称,内容,年份,sn_ner,hb_ner
383,景区评论-1923,茂名森林公园,总体超赞，f有趣好玩，,2021,set(),set()
384,景区评论-1924,信宜莲花湖庄园,希望大家擦亮双眼，差评差评差评大坑大坑,2021,set(),set()
385,景区评论-1925,放鸡岛生态旅游国际度假区,不错的地方，很美丽的风景，必须支持。,2021,set(),set()
386,景区评论-1926,御水古温泉旅游度假区,值得再次光临，温泉水很清很舒服。而且很多池，服务很到位，桑拿房也很好。景色不错，有趣好玩，性价比高，总体超赞，,2021,set(),set()
387,景区评论-1927,茂名森林公园,很不错的地方，很好玩，门票也不贵，交通也很便利。,2021,set(),set()
388,景区评论-1928,放鸡岛生态旅游国际度假区,很好玩的地方，非常不错的风景，，，,2021,set(),set()
389,景区评论-1929,茂名森林公园,性价比高，动物挺多的，很不错的,2021,set(),set()
390,景区评论-1930,茂名森林公园,儿子很喜欢，每个假期都要去一次。,2021,set(),set()
391,景区评论-1931,高州仙人洞景区,景色不错，有趣好玩，性价比高，总体超赞，,2021,set(),set()
392,景区评论-1932,广垦（茂名）国家热带农业公园,不错的地方，很好玩，门票也不贵，值得。,2021,set(),set()
393,景区评论-1933,中国第一滩旅游度假区,不错的地方，风景也很好，值得一去。,2021,set(),set()
394,景区评论-1934,中国第一滩旅游度假区,在茂名地区滨海风情开放时间较早，配套也好,2021,set(),set()
395,景区评论-1935,御水古温泉旅游度假区,房间管家张丽华服务非常好，态度非常好,2021,set(),set()
396,景区评论-1936,中国第一滩旅游度假区,【景点攻略】 详细地址：茂名市电白区海滨二路 交通攻略：自驾有停车场 开放时间：09:00-19:30 门票价格：免费 亮点特色： 中国第一滩旅游度假区位于广东省茂名市茂港区南海半岛，是水东湾省级旅游度假区的重要组成部分。第一滩开发建设始于1993年。区内被称作“绿色长城”的百里防护林带为我国第一条营造成功的沿海防护林带。 林带外长达十几公里的天然海滨浴场，坡度平缓，沙滩洁白，海水晶莹，一年四季均可畅游。旅游区是海水寓日光浴的理想之所。距岸8海里的放鸡岛，岛上风光绮旎，美不胜收，周围海水清澈透明，能见度达8米，为我国著名的潜水旅游胜地。 小Tips：中国第一滩以其独特的自然景观和得天独厚的旅游资源，经过10年的开发建设，已初具规模，现有宾馆、酒店10多家，其中星级酒店3家，拥有床位1000多张。开设了放鸡岛观光游、晏镜岭童子湾海上观光游等线路；推出动力三角翼、滑翔散帆板、风筝冲浪板、沙滩娱乐车等一大批旅游娱乐项目；每年旅游区均举办主题不同、特色鲜明的大型旅游节庆活动，如风筝、民族风情欢乐月、中外文化艺术节等活动、常年不断；同时旅游区可承包国内外沙排大赛，是全国沙滩排球集训基地。 停车场很大但是旺季需求量大，停车费20。,2021,"{'南海半岛', '晏镜岭童子湾', '水东湾', '长城', '海滨二', '放鸡岛'}","{'海滨二路', '南海半岛', '童子湾', '晏镜岭', '鸡岛'}"
397,景区评论-1937,西江温泉度假村,近两年改造了，增加了室外泡池。环境好了很多。性价比还行,2021,set(),set()
398,景区评论-1938,高州仙人洞景区,旺季停车位极少,2021,set(),set()
399,景区评论-1939,高州仙人洞景区,新建了个玻璃滑道挺好玩的，不过去的路九曲十八弯，好难走,2021,set(),{'路九曲十八弯'}
400,景区评论-1940,茂名森林公园,很值得一去！ 南国植物大观园，品种不少。 还有些动物助兴，都养得挺滋润的。羊驼，孔雀很好。 走一大圈，都看下来得5个小时。,2021,{'南国植物大观园'},set()
401,景区评论-1941,粤龙山风景区,真的是不好玩的，给钱我都不去，去了一次都怕了。,2021,set(),set()
402,景区评论-1942,湛江博物馆,了解广州湾历史的绝佳地，近寸金桥公园…,2021,"{'广州湾', '金桥公园'}","{'寸金桥公园', '广州湾'}"
403,景区评论-1943,茂名森林公园,不错的地方，很好玩，趣味很浓，景色很美，非常非常不错的选择！,2021,set(),set()
404,景区评论-1944,御水古温泉旅游度假区,可以，愉快行程,2021,set(),set()
405,景区评论-1945,冼太夫人故里文化旅游区,冼太故里一日游，感触颇深 在我们中国有这位女性战国英雄，是我们学习的傍样,2021,set(),set()
406,景区评论-1946,御水古温泉旅游度假区,一如竟往的美好，电白最美风景区，扩建后更漂亮了,2021,{'电白'},set()
407,景区评论-1947,御水古温泉旅游度假区,还可以，值得一游,2021,set(),set()
408,景区评论-1948,中国第一滩旅游度假区,老牌旅游区，景色好，性价比高。,2021,set(),set()
409,景区评论-1949,信宜莲花湖庄园,整体效果不错！适合带小朋友去游玩。,2021,set(),set()
410,景区评论-1950,信宜莲花湖庄园,性价比高，,2021,set(),set()
411,景区评论-1951,放鸡岛生态旅游国际度假区,祖国好河山，很好玩的地方哦，风景也很好，不错呦。,2021,set(),{'好河山'}
412,景区评论-1952,蓝月湾温泉,很好玩的地方，景色非常好，周边环境也很好，不错！,2021,set(),set()
413,景区评论-1953,阳光玫瑰生态园,很不错的地方，很好玩，很好看，也很有趣！,2021,set(),set()
414,景区评论-1954,放鸡岛生态旅游国际度假区,非常舒服的地方，由于知名度不高，人少,2021,set(),set()
415,景区评论-1955,放鸡岛生态旅游国际度假区,环境不错，风景如画，就是价格偏贵,2021,set(),set()
416,景区评论-1956,水东湾,一般般，就一个栈道，比较单调，不值得专门跑一趟,2021,set(),set()
417,景区评论-1957,鼎龙湾德萨斯水世界,很不错的地方，很好玩，项目也很多，不错哦。,2021,set(),set()
418,景区评论-1958,月亮湾滨海度假区,月亮湾滨海度假区 是一个蜿蜒曲折的海湾，新月形，地势开阔。这里的海床陡峭，涌向岸边的海水湍急，波浪滚滚。对于喜欢寻找刺激的游客来说，这是个好地方。 月亮湾绿树环绕，大海蔚蓝。全区海水清澈，沙滩洁白，空气清新，环境优美。在这个地方你会感叹大自然的美好。,2021,"{'月亮湾', '月亮湾滨海度'}",{'月亮湾'}
419,景区评论-1959,茂名森林公园,家门口的公园，绿树成荫，还有动物园，周末好去处。,2021,set(),set()
420,景区评论-1960,御水古温泉旅游度假区,有趣好玩，总体超赞，,2021,set(),set()
421,景区评论-1961,茂名森林公园,环境不错入园顺利，愉快的旅行,2021,set(),set()
422,景区评论-1962,特呈岛,广东南部的临海城市湛江是一座小众城市，虽然游客不多，但是这里的海景也是美不胜收，微风拂来，令人流连忘返、心旷神怡，顿时茅塞顿开。,2021,set(),set()
423,景区评论-1963,蓝月湾温泉,今天去了我大魔都的温泉，唉，感觉还是湛江的来源湾温泉更合适了 倒不是说环境不好，环境其实是差不多，只是票价来说要比男友湾贵了两倍 我的妈呀，198一个人 不过也没办法，一个是一线大城市，一个是三四线的城市，定价肯定有所差距 有一点我大上海的温泉要超越蓝月湾，没有人抽烟，非常好,2021,"{'月湾', '大魔', '蓝', '来源湾温泉', '男友', '都'}","{'蓝月湾', '来源湾', '三四线'}"
424,景区评论-1964,御水古温泉旅游度假区,好的好的好的,2021,set(),set()
425,景区评论-1965,茂名森林公园,离市中心不远，适合周末煅烁运动。,2021,set(),set()
426,景区评论-1966,天龙顶国家山地公园,公园不大当时景色真的不错。可以来这里逛逛。,2021,set(),set()
427,景区评论-1967,信宜莲花湖庄园,嗯 蛮好的,2021,set(),set()
428,景区评论-1968,放鸡岛生态旅游国际度假区,不错 人少 小摩托也方便逛整个环岛,2021,set(),set()
429,景区评论-1969,信宜莲花湖庄园,在儿童乐园所以家长都很气愤，一米二一下的小朋友大人陪同还要单独购票的，在哪里玩游乐设施都没有这样的，性价比太差，景区也没什么景色，买着门票再进来花钱玩这坑人的游乐设施，以后不会再来，哪里都有小朋友的这些游乐设施玩，没必要大老远跑这来玩体验感这么差的景点。,2021,set(),set()
430,景区评论-1970,湛江红嘴鸥游船,非常不错 我觉得是湛江最值得去的地方之一 是其他地方游船所体验不到的震撼和感受 也让我感受到我们祖国的强大与日新月异的发展,2021,set(),set()
431,景区评论-1971,中国第一滩旅游度假区,第一滩这里不需要门票，但是冲淡水是需要钱的,2021,set(),{'第一滩'}
432,景区评论-1972,茂名森林公园,氧吧，可以去呼吸一下新鲜空气。,2021,set(),set()
433,景区评论-1973,高州仙人洞景区,5星，性价比高，非常好,2021,set(),set()
434,景区评论-1974,闸坡大角湾,国家海洋公园，中国最美十大海岛之一，海滨浴场的水质很好，海水清澈见底，淡季票价不高，携程订票还有小幅优惠，稍微有点遗憾的是水上乐园没有开放。,2021,"{'携程', '国家海洋公园'}","{'水上乐园', '国家海洋公园', '海滨浴场'}"
435,景区评论-1975,蓝月湾温泉,总体超赞，性价比高，有趣好玩，景色不错，今天气温有点低，泡温泉最合适。买了自助餐+温泉套票。先享受完自助餐，然后开始泡温泉，太舒服了！,2021,set(),set()
436,景区评论-1976,茂名森林公园,茂名森林公园没什么很好玩的，但是去走走也都还可以。,2021,{'茂名森林公园'},{'茂名森林公园'}
437,景区评论-1977,浮山岭风景区,点赞电白，风景优美，景色宜人，还不用门票,2021,set(),set()
438,景区评论-1978,大通街,大通街是我从小生长的地方地方真的美,2021,{'大通街'},{'大通街'}
439,景区评论-1979,天马山生态旅游区,绿草如茵，小河流水，美景如画。,2021,set(),set()
440,景区评论-1980,放鸡岛生态旅游国际度假区,茂名海边的一个度假公园，蓝天白云,2021,set(),set()
441,景区评论-1981,御水古温泉旅游度假区,不错，水很好,2021,set(),set()
442,景区评论-1982,放鸡岛生态旅游国际度假区,可以可以，就是玩的价格有点贵…,2021,set(),set()
443,景区评论-1983,放鸡岛生态旅游国际度假区,景色很好，服务也不错，但是在平台上订票，不同的套票类型，显示的取票和验票登船地点不一样，之前定了一个家庭套票发现了这个问题又退掉了，重新定了散票，结果到场发现，其实都是在同一个地方，害得瞎折腾了一番，还多花了钱，希望改正。,2021,set(),set()
444,景区评论-1984,信宜莲花湖庄园,非常棒的地方,2021,set(),set()
445,景区评论-1985,阳西咸水矿温泉,白天人太少，地热都没开，不好玩，服务态度也待提高,2021,set(),set()
446,景区评论-1986,特呈岛,国庆节一家去了湛江，期间到特呈岛进行了游览，当天天气有些阴沉，但岛上景色还是不错，遗憾的是海水有些脏，最后都没下水。岛上可以租电瓶车自己开着环岛游，但要有驾驶证，也可以坐景区的车，我们还是选择步行，这样可以悠闲地逛逛。,2021,{'特呈岛'},"{'特呈岛', '湛江'}"
447,景区评论-1987,放鸡岛生态旅游国际度假区,景色宜人，值得一看！,2021,set(),set()
448,景区评论-1988,高州仙人洞景区,很一般的景点，跟白水寨差不多,2021,set(),{'白水寨'}
449,景区评论-1989,信宜莲花湖庄园,里面就是儿童乐园，项目除了一点滑滑梯，其他基本都要收费的，将近40块门票，进来这里，一点都不值得，不推荐。景色一般，可玩性低，,2021,set(),set()
450,景区评论-1990,信宜莲花湖庄园,新开发的，夜景还行，门票不贵，还不错。,2021,set(),set()
451,景区评论-1991,粤龙山风景区,很好玩，里面很大，夜色也不错,2021,set(),set()
452,景区评论-1992,中国第一滩旅游度假区,蓝天，碧海。沙滩。观景，慢慢的节奏吗。,2021,set(),set()
453,景区评论-1993,放鸡岛生态旅游国际度假区,不错的孩子们也玩得开心,2021,set(),set()
454,景区评论-1994,湖光岩,到湛江旅行，湖光岩一定要来看一看。 湖光岩距离湛江市区并不远，打车30元左右就可以到了。 湖光岩是中国三大火山湖之一，也是保存最完好的。 从大门进入到景区，还需要走至少15分钟的路，下台阶来到了一处开阔的湖边，就来到了湖光岩的主要景区了。 游览湖光岩，主要是沿着湖边观赏，湖边也有很多历史遗迹可以游览。但是整个湖面很宽广，要全靠步行游览玩的话很费体力，这时就需要乘坐景区的环保车了，它会在每个主要景点处停靠，游客游览完之后，乘坐下一趟路过的环保车就可以了。,2021,"{'湖光', '湖光岩', '岩', '光岩', '火山湖'}",{'湖光岩'}
455,景区评论-1995,广东海上丝绸之路博物馆,今天跟團去十里銀灘玩，在剪票出入口就是海上絲綢之路博物館。博物館外觀建築很特別，旁邊有個大船也很有特色。可惜因為時間因素沒有進去看，只有在外面拍照。,2021,"{'十里銀', '海上絲綢之路博物館'}","{'海上絲綢之路博物館', '十里銀灘'}"
456,景区评论-1996,放鸡岛生态旅游国际度假区,放鸡岛上木有看到鸡。人l山人海。鸡都吓跑了。,2021,{'放鸡岛'},set()
457,景区评论-1997,高州仙人洞景区,路途比较远，但是还挺好玩。如果要去，要预留多一点时间。,2021,set(),set()
458,景区评论-1998,茂名森林公园,有动物有绿植，有水上乐园，还有游乐设施，19元的门票已经很香了，看到火烈鸟很惊喜,2021,set(),set()
459,景区评论-1999,御水古温泉旅游度假区,还可以，去的时候不是很多人,2021,set(),set()
460,景区评论-2000,放鸡岛生态旅游国际度假区,放鸡岛 值得去，海水非常干净，空气非常清新，工作人员服务非常好，住宿也非常合理，几个人住也是每个人一二百元每晚而已，早餐非常丰盛，品种多，味道好，下次节日我还要去。,2021,{'放鸡岛'},set()
461,景区评论-2001,特呈岛,渔人码头一个人40块钱坐船，15分钟左右上岸，进口的地方就有好多单车电动车高尔夫球车可以租赁，现在天气太热太晒了，没有好体力的，建议坐便民车，20块钱一个人，不要心疼，因为可以拉你去三个景点(红树林公园，一个拐角的地方看几块火山岩，一个度假村进去要给门票，午餐去望海楼吃的秘制牛腩面煎蛋，还有日式厚蛋烧，汁烧烤脆骨丸推荐。,2021,"{'海楼', '树林公园', '渔人码头'}",{'红树林公园'}
462,景区评论-2002,茂名森林公园,挺好玩的就是太热了,2021,set(),set()
463,景区评论-2003,放鸡岛生态旅游国际度假区,性价比高，,2021,set(),set()
464,景区评论-2004,御水古温泉旅游度假区,很漂亮 地方很美总体超赞，性价比高，有趣好玩，景色不错，,2021,set(),set()
465,景区评论-2005,放鸡岛生态旅游国际度假区,值得去玩的景点,2021,set(),set()
466,景区评论-2006,湖光岩,和北京的公园比起来，这里的门票稍显贵了。园内绿树成荫，湖水清澈见底，鸟儿和蝴蝶争相飞舞，来这里可以放松身心，尽情呼吸新鲜空气，享受自然。,2021,set(),set()
467,景区评论-2007,中国第一滩旅游度假区,中国第一滩旅游度假区内有12公里长，沙质洁白细软、宽阔平缓的沙滩，沿沙滩外侧是连续不断宽达800——1000米的沿海防护林带。 这次刚好是五一假期，特别热闹了,2021,{'假区'},set()
468,景区评论-2008,信宜莲花湖庄园,景色还好，就是服务太差跟不上，可能还在改造吧，很多设备没有开放,2021,set(),set()
469,景区评论-2009,海陵岛红树林国家湿地公园,景色不错，,2021,set(),set()
470,景区评论-2010,特呈岛,红嘴鸥号下来，赶紧到海滨公园边的码头坐班船，三元就上了特呈岛。出码头就有自行车出租，十元畅用一整天，强烈推荐，因为岛上没有公交，而各景点间还是挺远的。用了大半天的时间环岛游，除了红树林公园外，就看到了好多个冼太庙，其实就是沿海湿地和农田了，景色一船，适合散散心。,2021,"{'红树林公园', '冼', '太庙', '海滨公园', '特呈岛'}","{'红树林公园', '海滨公园', '冼太庙'}"
471,景区评论-2011,高州仙人洞景区,景色不错，有趣好玩，总体超赞，,2021,set(),set()
472,景区评论-2012,沙扒湾,值得一去，看看海，吹吹海风！舒服！,2021,set(),set()
473,景区评论-2013,鼎龙湾德萨斯水世界,就是有点坑里面存东西衣服的柜子要30块钱。玩每个游戏都要把手机放在下面一块钱一次。矿泉水6。热狗，8冰淇淋8。游泳圈那些都很贵漂流，还要租金30元游泳圈。,2021,set(),set()
474,景区评论-2014,特呈岛,特呈岛，是广东湛江市湛江湾水道中间的一座小岛，“特呈”是古越语，“特”即地方，“呈”是和谐吉祥的意思。 特呈岛离湛江市霞山区只有3海里，面积为3.6平方公里，为天然良港顶风抗浪保平安。,2021,"{'霞山区', '湛江湾'}","{'特呈岛', '湛江湾'}"
475,景区评论-2015,石根山,总体感觉很好，大概两个半小时登上山顶。总体超赞，景色不错，有趣好玩，性价比高，,2021,set(),set()
476,景区评论-2016,高州仙人洞景区,景区天然条件优越，气候宜人，景色秀丽，但从市区前往仙人洞的路是真的难走,2021,{'仙人洞'},{'仙人洞'}
477,景区评论-2017,鼎龙湾德萨斯水世界,园区信号非常差，手机无法上网，园区内所有商品都要***，不收***，不会使用手机的老人小孩，无法购买食品饮用水，园区也不提供热水，食品种类极少，只有4.5种小吃，但是手机信号又差，遇到手机快没电时候，扫码共享充电宝二维码没信号识别，共享充电宝苹果手机无法冲入电量，还有就是储物箱没有配备手环钥匙，遇上手机没信号没电，在园区就是叫天地都不应！总体来说，园区娱乐设施不错，配套措施一团遭！只想着***钱！,2021,set(),set()
478,景区评论-2018,大通街,大通街的地方很喜欢地方很多人都继续来,2021,{'大通街'},{'大通街'}
479,景区评论-2019,御水古温泉旅游度假区,总体超赞，景色不错，,2021,set(),set()
480,景区评论-2020,放鸡岛生态旅游国际度假区,总体超赞，酒店环境很好很不错，服务态度好好好，风景优美！！！海水很清！！！值得再去一趟！！！,2021,set(),set()
481,景区评论-2021,高州仙人洞景区,一路问上，山涧溪水相伴，负离子满满的。,2021,set(),set()
482,景区评论-2022,湛江红嘴鸥游船,可玩性低，就坐在船上，绕广州湾一圈，主持人讲解一下周围景点和军舰。全程只有一边能近距离看，另一边只能看别人的相机。 性价比低，比珠江夜游还贵好多，也没啥看点,2021,"{'广州湾', '珠江'}",{'广州湾'}
483,景区评论-2023,乐天温泉度假村,这里的服务员态度很好，特别是休息区的阿姨和服务员，非常热情，按时提醒客人吃饭，前台的接待也不错，温泉的话，人少的时候不错，在这里玩了三天，人多的一天用餐什么的有点拥挤，总体来说，在粤西地区，这样的度假村，已经算顶级了，放假去放松一下，还是不错的，下个月还继续过去度假，不因为什么，因为那里吃的好睡得好服务好，哈哈,2021,{'粤西'},{'粤西地区'}
484,景区评论-2024,吉兆湾,吉兆湾门票便宜，海边风景还可以。,2021,set(),{'吉兆湾'}
485,景区评论-2025,西江温泉度假村,霸王条款，需提前预订40分钟才可使用，又没几个人，不人性化。,2021,set(),set()
486,景区评论-2026,中澳友谊花园,环境蛮不错的，空气很清新。。。,2021,set(),set()
487,景区评论-2027,放鸡岛生态旅游国际度假区,沙滩干净，海天一色，风景优美，物价不高。,2021,set(),set()
488,景区评论-2028,海陵岛,海陵岛，有阳光大沙滩，马尾岛，海水清澈，还有一夜埕海味干货街，非常推荐大家去玩一下。,2021,"{'马尾岛', '阳光大沙滩', '海陵岛'}","{'马尾岛', '海陵岛', '一夜埕海味干货街'}"
489,景区评论-2029,大通街,大同街是我最爱的地方以后还能继续来,2021,{'大同街'},{'大同街'}
490,景区评论-2030,鼎龙湾德萨斯水世界,挺好的... .....,2021,set(),set()
491,景区评论-2031,御水古温泉旅游度假区,没有消费，票就没了景色一般，性价比低，可玩性低，有待改进，望查一查,2021,set(),set()
492,景区评论-2032,茂名森林公园,人太多了！,2021,set(),set()
493,景区评论-2033,沙扒湾,沙扒湾位于广东阳江市，距离广州大概三四个小时车程，曾经被称为广东的“马尔代夫”，虽不敢苟同这个说法，但沙扒湾确实是一个适合大众且可盐可甜的海边好去处。 沙扒湾非常热闹，这个热闹不单体现在沙滩上，每当夜幕降临，街道上的各种摊档一间接着一间，或烧烤或小吃或海产，价格都很便宜，最不能错过的美食恐怕就是濑尿虾等海产或反沙芋头蕃薯等小吃了。 如果要体验沙扒湾的另一面，那一定要去附近的青洲岛和月亮湾。青洲岛属于未开发的岛屿，要坐船过去，岛上的海水非常湛蓝清彻，唯一的缺点是没有细幼的沙滩，带小朋友去捡贝壳或凹造型拍照是个不错的选择；月亮湾刚不同，有大片细幼的沙滩，也有一些沙滩娱乐项目可玩，喜欢相对悠闲一点的朋友可以去月亮湾。,2021,"{'沙扒湾', '青洲岛', '月亮湾'}","{'沙扒湾', '青洲岛', '月亮湾'}"
494,景区评论-2034,海陵岛红树林国家湿地公园,这个景点还是不错的还是值得一去的,2021,set(),set()
495,景区评论-2035,广垦（茂名）国家热带农业公园,环境好，蔬果的品种多，交通便捷。,2021,set(),set()
496,景区评论-2036,湛江海湾大桥,在湛江逗留近一周，两次见到海湾大桥，第一次是坐红嘴鸥号从桥下经过，体会到其雄伟的一面，以及了解一些设计上的细节，第二次是在金沙湾远观，发现了秀美全景,2021,"{'海湾大桥', '金沙湾'}","{'海湾大桥', '金沙湾'}"
497,景区评论-2037,茂名森林公园,这样市中心比较大的一个森林公园。,2021,set(),set()
498,景区评论-2038,雅米乐园,太差了还要收费20元什么都没有,2021,set(),set()
499,景区评论-2039,中国第一滩旅游度假区,【趣味】柔软的沙子，浪漫的海滩。,2021,set(),set()
500,景区评论-2040,蓝月湾温泉,性价比不错,2021,set(),set()
501,景区评论-2041,西江温泉度假村,小楼昨夜又东风西江千户苗寨 算是吐槽吧这篇 这里虽然很出片，但是太吵了我们国庆去的，人多什么的我都可以接受，整个苗寨中央有个大型露天舞台，震耳欲聋到晚上12点真心醉了，苗寨全是木头房子楼上走路脚步声都清清楚楚[哭惹R] 本来定了2晚因为吵到睡不好退了一晚第二天一早卷铺盖去了大理[笑哭R][笑哭R] 去的时候大降温+下雨，当时约好的摄影师不想给我拍，说出不来效果能见度低要退我钱（感觉也有部分原因摄影师单子多下雨又降温自己也不想拍[笑哭R]）还好我老公替我说话坚持拍了，最后效果也不错。 穿搭tips：我花了心思的这次，看到很多小姐姐穿苗族的衣服，但我本身更适合也更喜欢轻量型的，之前买了一条黑底红刺绣的民族风裙不是特别满意，摄影师也建议别选黑色最好红色白色，最后被我发现这件白底蓝刺绣的，非常搭！因为原版型是深v，我灵机一动把多买的苗银耳环拆了缝在胸前。这个苗银发饰很妙，是流苏步摇，比较大足够撑起了，就没带耳环不然有点累赘。 连衣裙：find it 潮品风尚 苗银发簪：从江银饰坊（才30！真是绝绝子）,2021,{'西江'},set()
502,景区评论-2042,湖光岩,没事就去看看咯,2021,set(),set()
503,景区评论-2043,高州仙人洞景区,性价比低，景色一般，,2021,set(),set()
504,景区评论-2044,湛江红嘴鸥游船,定了二楼的卡座，事实证明很值，自己人坐在一起，不受打扰 可以看到舰队，可惜比想像的远 解说在船内，船外听不见，所以在外面拍照的人就听不见讲解了，希望这一点能改进！,2021,set(),set()
505,景区评论-2045,特呈岛,一般般有待改进，,2021,set(),set()
506,景区评论-2046,湛江红嘴鸥游船,风景很棒，空调冷,2021,set(),set()
507,景区评论-2047,西江温泉度假村,和其他温泉差不多设施，含氡泉。人少的时候泡泡挺舒服。,2021,set(),set()
508,景区评论-2048,晏镜岭,广州周边这里竟藏着广东小垦丁”? 不曾有个想法，找个安静海边休闲的放松一回，不想走的太远，逃离城市的酷暑高温，最好还是个未被人潮占领的小众地，让自己的身心得到解放。今天慢行君就给你推荐被称为广东小垦丁的晏镜岭 大海、蓝天、灯塔和渔船，海天一色，是一个低调又迷人的地方  地址 广东省茂名市电白区晏镜岭  交通 自驾导航即可，广州出发约4h可到 高铁可乘坐到茂名站，然后到站后建议打车到晏镜岭  关于停车点 车可以开到离山脚几百米处的海边，那边有私人停车场，10元/车。临近海滩的一段泥路很窄，如果两边停了车甚至无法调头，新手司机小心行驶  不可错过 山上有南海前哨，是当年解放军设的，还留下了望哨所、战壕和山洞，现在成了可以拍大片的打卡地 山上的风景同样也不会辜负你的，攀爬从山上往下看，一片月牙形的海湾名叫童子湾，尽收眼底这里还是欣赏日落的好地方日落时，还能看到渔民归渔、泊岸的热闹场景 最值得看的是海拔400多米的天然观景台，面朝大海，背后是月牙般的平原田地，从海滩爬到观海平台，大概只需要20分钟。 晏镜岭山脚下的海滩也别错过，有拍婚纱的、闲逛的，还有不少海钓的人，爬完晏镜岭然后到海边的礁石上吹吹风，非常惬意  温馨提示 晏镜岭和虎头山、中国第一滩处于同一海岸线，建议可以一天玩完 海边上有小摊贩摆卖小吃和饮料，不用担心肚子会饿的问题啦 如果要上山，千万不要穿拖鞋和高跟鞋，因为去灯塔的路都是自然踩出来的，有的路甚至需要手脚并用。新手不建议上去！,2021,"{'解放', '岭山', '童子湾', '晏镜岭', '岭', '晏镜', '镜岭', '南海', '虎头山'}","{'晏镜岭', '虎头山', '晏镜岭山', '童子湾'}"
509,景区评论-2049,霞山观海长廊,湛江还是不错的，玩海吃海鲜，海日旅游好地方。,2021,set(),set()
510,景区评论-2050,放鸡岛生态旅游国际度假区,进去之后很偏僻，回到了农村,2021,set(),set()
511,景区评论-2051,海滨公园,很好，有挺多机动游戏，环境不错,2021,set(),set()
512,景区评论-2052,中国第一滩旅游度假区,茂名旅游攻略 中国第一滩 打卡打卡 自驾游系列 我们从信宜出发全程大约一小时40多分钟到达 疫情时间人流还算不多 海水还算清澈 沙子细腻 整个环境还是比较干净。来到必须要喝碗爷爷婆婆摆摊的糖水 便宜又好喝。 酒店就订在海边附近 环境还可以 特别前台处有个后院 图片上有酒店名字 一张大床房200 景区饮食肯定都是海鲜 也没吃到特别好吃的。而价格都是略贵。自己多备吃的是好的。 海还是很舒服 就是普遍的景区 如去放鸡岛之类的就更加好看。,2021,set(),set()
513,景区评论-2053,湖光岩,景色还可以，由于时间和带小孩关系选择了观光小火车，其实沿途也没什么值得停留的地方。,2021,set(),set()
514,景区评论-2054,乐天温泉度假村,这一次体验没有一个月前这么好了，休息区比较吵，空调相当于没有，还是我自己偷偷开的，住了四天，充电宝放在休息区，回来还不见了，问服务员也不知道，刚买的水，喝了两口，走开几分钟回来，被服务员当垃圾扔了，餐饮安排也有点没质量了，人多，去晚了没有的吃，而且菜也没这么多了，还没吃一会，收盘子的阿姨已经开始问我吃完没，可能急着搞卫生下班。,2021,set(),set()
515,景区评论-2055,南海1号一号银滩（十里银滩）,很差，浪黑水也不清，管理黑心，一直大浪无法游泳，只能泡水，浪费48门票，宰客景点，洗洗另加10元！旁边的大角湾有免费沙滩比这还漂亮。,2021,"{'角湾', '大'}",{'大角湾'}
516,景区评论-2056,茂名森林公园,树木郁郁葱葱，鸟语花香，市民漫步其中，既可以呼吸新鲜空气，观赏不同种类的植物，还可以了解这些植物的特点和前世今生。步道不但设置了新颖有趣的科普基地，还设置有体验互动区、森林康养区等，市民既可以享受探索森林的乐趣，还可以在大自然中运动，享受绿色健康生活。,2021,set(),set()
517,景区评论-2057,闸坡大角湾,闸坡大角湾景区，地处南亚热带，全年日照时间长，年平均气温22.8，水温23.5，降雨量1816毫米，年晴天数310天，四季气候宜人，阳光灿烂明媚，沙质均匀松软，海水清澈纯净，空气清新纯洁。,2021,"{'南亚', '热带', '闸坡大角湾'}","{'闸坡大角湾景区', '南亚'}"
